Edu01,CHARTS  ( FLEX ),0
Edu02,CHARTS  ( ROLLING ),0
Edu03,CHARTS  ( PLATE ),0
Edu04,CHARTS  ( SIMPLE ),0
Edu05,MODELS,0
Edu06,SPEECIMENS ( DYR ),0
Edu07,SPEECIMENS ( WET. ),0
Edu08,OHP TRANSPERENCIES,0
Edu09,HISTOLOGICAL -SLIDES ,0
Edu10,BLACK BOARD ,0
Edu11,OTHER POISONS,0
