2014-2015,BIT,Information Technology Engineering,3,2IT204,Compulsory/Major Course,Data Communication,3,1,-,4,10,10,30,50,Theory,100,40
2014-2015,BIT,Information Technology Engineering,3,2DIT201,Open/Institute Elective,Linear Algebra,3,-,-,3,10,10,30,50,Theory,100,40
2014-2015,BIT,Information Technology Engineering,3,2IIT201,Open/Institute Elective,Multimedia Techniques,3,-,-,3,10,10,30,50,Theory,100,40
2014-2015,BIT,Information Technology Engineering,4,2MA215,Compulsory/Major Course,Statistics & Fuzzy System,3,1,-,4,10,10,30,50,Theory,100,40
2014-2015,BIT,Information Technology Engineering,4,2IT211,Compulsory/Major Course, Theory of computation ,3,1,-,4,10,10,30,50,Theory,100,40
2014-2015,BIT,Information Technology Engineering,4,2IT212,Compulsory/Major Course,Computer Network,3,-,-,3,10,10,30,50,Theory,100,40
2014-2015,BIT,Information Technology Engineering,4,2IT213,Compulsory/Major Course,Comp. Graphics & Multimedia Techniques,3,-,-,3,10,10,30,50,Theory,100,40
2014-2015,BIT,Information Technology Engineering,4,2DIT211,Open/Institute Elective,Computer Organization and Architecture,3,-,-,3,10,10,30,50,Theory,100,40
2014-2015,BIT,Information Technology Engineering,4,2IIT211,Open/Institute Elective,Internet Communications ,3,-,-,3,10,10,30,50,Theory,100,40
