1,2014-2015,BIT,Information Technology Engineering,4,2IT211,Compulsory/Major Course,Theory of computation,3,1,-,4,10,10,30,50,Theory,100,40
2,2014-2015,BIT,Information Technology Engineering,4,2IT213,Compulsory/Major Course,Comp. Graphics & Multimedia Techniques,3,-,-,3,10,10,30,50,Theory,100,40
,,,,,,,,,,,,,,,,,,
