Ho01,Weait Mop,0
Ho02,Dry Mop,0
Ho03,Acid 5 Ltr,0
Ho04,Finel 5 Ltr,0
Ho05,Harpic 5 Ltr,0
Ho06,Nirma 1/2 Kg,0
Ho07,Damber Goli,0
Ho08,Broom Rough,0
Ho09,Broom Grass,0
Ho10,Hand Gloves,0
Ho11,Toilet Brush Double ,0
Ho12,Toilet Brush Big,0
Ho13,Room Freshener,0
Ho14,Flower Clearner ,0
Ho15,Colin,0
Ho16,Supli,0
Ho17,Hand Wash Pouch,0
Ho18,Hand Wash Tin,0
Ho19,Hand Wash 5 Ltr,0
Ho20,Dettol Soap,0
Ho21,Vim Soap,0
Ho22,Wheel Soap,0
Ho23,Scruber,0
