2015-2016,MHP,Mechanical Heat Power,1,2IC602,Compulsory/Major Course,Project Management,2,0,0,2,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME701,Compulsory/Major Course,Advanced Thermodynamics,3,1,0,4,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME702,Compulsory/Major Course, Advanced Heat transfer,3,1,0,4,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME703,Compulsory/Major Course,Fluid Dynamics,3,1,0,4,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME711,Professional Elective,Professional Elective-I: Design of Heat Exchanger,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME712,Professional Elective,Professional Elective-I: Computational Methods in fluid flow and heat transfer,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME713,Professional Elective,Professional Elective-I: Design of Thermal Turbomachines,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2CE641,Open/Institute Elective,Institute Elective- I: Computational Methods and Optimization techniques,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2CE642,Open/Institute Elective,Institute Elective- I: Disaster Management and Risk analysis,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2AM705,Open/Institute Elective,Institute Elective- I: Finite Element Method,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME815,Open/Institute Elective,Institute Elective- I: Organizational Behavior,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME816,Open/Institute Elective,Institute Elective- I: Manufacturing Planning and Control,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME817,Open/Institute Elective,Institute Elective- I:  Material Handling Systems,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME614,Open/Institute Elective,Institute Elective- I:  Reliability Engineering,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME615,Open/Institute Elective,Institute Elective- I:  Industrial Product Design ,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME616,Open/Institute Elective,"Institute Elective- I:  Industrial Hydraulics,  Pneumatics",3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME617,Open/Institute Elective,"Institute Elective- I: Design of Pumps, Blowers & Compressors",3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME714,Open/Institute Elective,Institute Elective- I: Computational fluid dynamics,3,0,0,3,10,30,10,50,Theory,100,40
2015-2016,MHP,Mechanical Heat Power,1,2ME715,Open/Institute Elective,Institute Elective- I: Convective and Radiative Heat Transfer,3,0,0,3,10,30,10,50,Theory,100,40
